violDate,tag,location,city,state
2013-10-23 14:07:00,T38CSA,U/B CENTRE ST,Baltimore,MD
2013-05-05 19:29:00,7AZ5123,1700 THAMES ST,Baltimore,MD
2013-12-09 12:01:00,7FVF08,2300 MCELDERRY ST,Baltimore,MD
2013-11-29 23:00:00,5AJ7933,2400 FREDERICK AVE,Baltimore,MD
2013-12-16 12:49:00,2FBA72,5200 FOSTER AVE,Baltimore,MD
2013-12-19 01:38:00,3199CECO,3100 GOUGH ST,Baltimore,MD
2013-12-27 17:20:00,4CTG49,3200 ST PAUL ST,Baltimore,MD
2013-01-31 11:58:00,CL49392,1800 FAYETTE ST,Baltimore,MD
2013-09-11 11:37:00,3AX7689,2500 CHARLES ST,Baltimore,MD
2013-10-04 17:39:00,1AP9783,3400 GREENMOUNT AVE,Baltimore,MD
2013-08-19 09:01:00,8AV1408,2900 EDGECOMBE CIR,Baltimore,MD
2013-04-01 10:36:00,6CDF19,S Hilton St SB @ Massachusetts,Baltimore,MD
2013-02-16 17:34:00,CBL9969T,00 33RD ST,Baltimore,MD
2013-10-26 10:30:00,551271,E/S 600 RESERVOIR ST,Baltimore,MD
2013-05-10 22:39:00,119090,1900 GOUGH ST,Baltimore,MD
2013-07-11 14:50:00,06140C,O/S 301 LIGHT STREET,Baltimore,MD
2013-06-26 10:27:00,2AE6637,600 CATHEDRAL ST,Baltimore,MD
2013-08-14 14:17:00,WVA1219,200 N PACA ST,Baltimore,MD
2013-09-27 08:46:00,2BC8520,700 EDGEWOOD ST,Baltimore,MD
2013-04-25 11:33:00,9AD9623,2200 WILKENS AVE,Baltimore,MD
2013-02-23 11:06:00,3FGD68,100 GARRETT ST,Baltimore,MD
2013-03-08 14:59:00,5AC5771,N Howard St NB @ John St,Baltimore,MD
2013-04-26 13:29:00,T458104T,700 DR BENJAMIN QUARLES PL,Baltimore,MD
2013-12-26 11:16:00,1BC2982,2100 MONUMENT ST,Baltimore,MD
2013-07-25 09:29:00,2AT6066,400 BALTIMORE ST,Baltimore,MD
2013-04-27 18:18:00,3AW7329,U/B CALVERT ST,Baltimore,MD
2013-09-10 18:51:00,1BD4330,300 WARREN AVE,Baltimore,MD
2013-12-02 08:50:00,3AW9186,600 CALHOUN ST,Baltimore,MD
2013-11-16 02:42:00,XHZ4244,U/B RANDALL ST,Baltimore,MD
2013-08-29 10:57:00,88798CD,200 REDWOOD,Baltimore,MD
2013-11-27 11:35:00,3AE1144,700 WASHINGTON ST,Baltimore,MD
2013-08-13 11:08:00,1AD3268,1500 PARK AVE,Baltimore,MD
2013-12-10 16:13:00,7AR6383,1200 MARTIN LUTHER KING JR BLV,Baltimore,MD
2013-08-16 09:23:00,T837191T,5100 LAUREL AVE,Baltimore,MD
2013-03-29 11:38:00,9AN6997,N Hilton NB n of Monastery Ave,Baltimore,MD
2013-11-08 13:54:00,XCB6178,28117 INDIANA ST,Baltimore,MD
2013-12-16 08:17:00,7AJ4937,800 WHITELOCK ST,Baltimore,MD
2013-12-23 03:57:00,38W800,1600 BEASON ST,Baltimore,MD
2013-07-12 11:22:00,8AV6395,100 N CLINTON,Baltimore,MD
2013-09-26 14:07:00,7BB3190,4300 HILLEN RD,Baltimore,MD
2013-06-21 09:44:00,16583CD,200 GAY ST,Baltimore,MD
2013-02-25 07:47:00,1AP6789,N Hilton NB n of Monastery Ave,Baltimore,MD
2013-12-29 17:36:00,4AE3112,700 CAROLINE ST,Baltimore,MD
2013-05-26 13:53:00,9BA6598,2500 LAFAYETTE AVE,Baltimore,MD
2013-04-11 09:09:00,N559776,200 29TH ST,Baltimore,MD
2013-12-26 10:00:00,ZCW6726,1600 MILTON AVE,Baltimore,MD
2013-08-06 08:27:00,AUFK12,2200 PENROSE REAR,Baltimore,MD
2013-08-28 12:49:00,6DHX77,2500 ELSINORE AVE,Baltimore,MD
2013-06-03 12:24:00,60302M3,500 SMALLWOOD ST,Baltimore,MD
2013-08-21 11:37:00,XAS6885,1200 CALVERT ST,Baltimore,MD
2013-08-26 13:56:00,T839117T,5300 BEAUFORT AVE,Baltimore,MD
2013-10-30 17:33:00,JMG832,1000 CHARLES ST,Baltimore,MD
2013-10-11 17:53:00,46523M2,U/B CROSS ST,Baltimore,MD
2013-04-25 08:38:00,76W692,100 SCOTT ST,Baltimore,MD
2013-12-24 11:49:00,5BD8718,2100 CLIFTON AVE,Baltimore,MD
2013-04-29 18:53:00,T737444T,1100 GUILFORD AVE,Baltimore,MD
2013-09-28 07:40:00,862CPC,E/S 800 CATHEDRAL ST,Baltimore,MD
2013-06-18 13:47:00,3AY0890,U/B READ ST,Baltimore,MD
2013-10-01 08:42:00,GFM8554,O/S 600 S PORT ST REAR,Baltimore,MD
2013-05-29 09:57:00,3BA3010,200 LOVEGROVE ST,Baltimore,MD
2013-12-03 12:27:00,33710CE,200 21ST ST,Baltimore,MD
2013-04-30 13:12:00,2BB5266,300 CHARLES ST,Baltimore,MD
2013-01-25 09:33:00,XDG9714,2100 MADISON ST,Baltimore,MD
2013-09-21 14:10:00,8AJ2010,U/B BIDDLE ST,Baltimore,MD
2013-07-29 08:40:00,2AV4491,100 LINWOOD AVE,Baltimore,MD
2013-03-18 13:25:00,7AR2682,Windsor Mill Rd WB @ Crimea Rd,Baltimore,MD
2013-05-17 13:19:00,9AC5420,3300 ST PAUL ST,Baltimore,MD
2013-03-28 16:27:00,LTM920,Windsor Mill Rd WB @ Crimea Rd,Baltimore,MD
2013-07-28 12:29:00,5AS5712,600 PORTLAND ST,Baltimore,MD
2013-12-31 09:22:00,KHX780,3500 HICKORY AVE,Baltimore,MD
2013-10-24 17:17:00,5BA1253,700 LINDEN AVE,Baltimore,MD
2013-08-13 10:42:00,6AS6959,4423 OLD YORK RD,Baltimore,MD
2013-07-03 18:56:00,EFD856,1 WELLS ST,Baltimore,MD
2013-12-31 10:23:00,DL6552,800 LINDEN AVE,Baltimore,MD
2013-12-14 11:04:00,4BG6001,100 MONUMENT ST,Baltimore,MD
2013-10-08 13:46:00,WYU7634,5000 PERRING PKWY,Baltimore,MD
2013-02-26 14:29:00,T654571T,0000 REDWOOD ST,Baltimore,MD
2013-11-15 12:40:00,4BE4280,1500 THAMES ST,Baltimore,MD
2013-07-19 18:28:00,J826155T,200 W SARATOGA,Baltimore,MD
2013-06-12 21:04:00,8AZ2971,1900 BURNWOOD RD-REAR ALLEY,Baltimore,MD
2013-07-15 14:12:00,7BA0411,1500 LAFAYETTE AVE,Baltimore,MD
2013-11-07 09:42:00,949708 T,100 CHARLES ST,Baltimore,MD
2013-09-13 12:32:00,1EJN67,1200 CHARLES ST,Baltimore,MD
2013-11-29 10:25:00,7AV3412,1100 ST PAUL ST,Baltimore,MD
2013-03-28 09:13:00,58289M9,500 MILTON AVE,Baltimore,MD
2013-12-26 11:03:00,7AY7244,3800 PRATT ST,Baltimore,MD
2013-07-29 20:23:00,3FTM28,2700 BALTIMORE ST,Baltimore,MD
2013-07-08 12:28:00,091M825,6300 EASTERN AVE,Baltimore,MD
2013-11-25 12:03:00,YPU25F,200 31ST ST,Baltimore,MD
2013-09-27 08:38:00,385BTC,U/B WOLFE ST,Baltimore,MD
2013-12-19 17:41:00,4AZ2584,3700 EASTERN AVE,Baltimore,MD
2013-10-24 15:43:00,HYB8680,500 PARK AVE,Baltimore,MD
2013-07-29 12:59:00,1FVX66,5100 LANIER AVE,Baltimore,MD
2013-11-14 21:04:00,6BB1733,800 ALICEANNA ST,Baltimore,MD
2013-08-08 09:24:00,2BB5232,1000 SOMERSET ST,Baltimore,MD
2013-03-19 14:38:00,5AX9387,Harford Rd SB @ Kentucky Ave,Baltimore,MD
2013-03-20 12:59:00,T703145T,6500 HARFORD RD,Baltimore,MD
2013-02-07 08:53:00,7AB8148,900 PATTERSON PARK AVE,Baltimore,MD
2013-05-09 09:45:00,A165856,4408 ELDONE RD,Baltimore,MD
2013-02-26 18:42:00,4AX2502,1600 MARYLAND AVE,Baltimore,MD
2013-02-11 12:36:00,44800M3,1500 SARATOGA ST,Baltimore,MD
2013-06-07 12:29:00,5AL0365,400 SARATOGA ST,Baltimore,MD
2013-10-10 10:27:00,T473362,3600 LEXINGTON ST,Baltimore,MD
2013-08-28 10:40:00,56W702,1300 HAZEL ST,Baltimore,MD
2013-03-18 12:57:00,8FVE32,N Hilton NB n of Monastery Ave,Baltimore,MD
2013-12-17 03:25:00,8AV9508,6400 PARK HGTS AVE,Baltimore,MD
2013-12-17 09:31:00,4BG1947,2700 THE ALAMEDA,Baltimore,MD
2013-12-31 10:04:00,2BE5870,U/B MONTFORD AVE,Baltimore,MD
2013-05-05 16:35:00,49714B,O/S 201 PRATT ST,Baltimore,MD
2013-03-30 16:58:00,2AV4570,0 CROSS ST,Baltimore,MD
2013-07-19 10:45:00,4BB4667,3300 DILLON ST,Baltimore,MD
2013-04-16 12:53:00,5AY6779,700 ST PAUL ST,Baltimore,MD
2013-04-11 11:07:00,T669989T,U/B 20TH ST,Baltimore,MD
2013-11-07 04:09:00,2326205T,4600 COLEHERNE RD,Baltimore,MD
2013-07-16 12:57:00,4AN2032,400 S CONKLING ST,Baltimore,MD
2013-06-25 07:06:00,NOTAGSDI,100 HILTON ST,Baltimore,MD
2013-12-26 17:46:00,JAJ795,700 EDEN ST,Baltimore,MD
2013-07-30 16:39:00,N629699,600 EXETER ST,Baltimore,MD
2013-11-25 08:41:00,1BD6906,1100 PATTERSON PARK AVE,Baltimore,MD
2013-12-28 03:23:00,58V707,200 JANNEY ST,Baltimore,MD
2013-02-04 09:59:00,26V179,900 41ST ST,Baltimore,MD
2013-11-21 09:32:00,29516CC,E/S 1621 NORTH AVE,Baltimore,MD
2013-10-01 09:59:00,9BC9336,1200 DECKER AVE,Baltimore,MD
2013-09-29 14:46:00,8BLD41,700 LOMBARD ST,Baltimore,MD
2013-09-09 19:20:00,M044476,700 CONSTITUTION ST,Baltimore,MD
2013-03-29 17:53:00,1EYL69,S Hilton St SB @ Massachusetts,Baltimore,MD
2013-03-13 17:23:00,3MD7564,E Cold Spring Ln WB @ Hillen R,Baltimore,MD
2013-02-11 16:51:00,KJT2333,600 PORTLAND ST,Baltimore,MD
2013-11-20 22:05:00,48205M8,U/B GAY ST,Baltimore,MD
2013-08-15 19:54:00,9AW4827,1100 PACA ST,Baltimore,MD
2013-11-04 08:08:00,611XNB,U/B CHESTER ST,Baltimore,MD
2013-12-27 09:50:00,3MD0159,600 PARK AVE,Baltimore,MD
2013-10-28 11:40:00,T880127,300 MOUNT ST,Baltimore,MD
2013-03-12 19:57:00,29P742,1100 WILLIAM ST,Baltimore,MD
2013-10-31 21:33:00,8BE5199,U/B GAY ST,Baltimore,MD
2013-10-29 19:52:00,3AD8146,100 PACA ST,Baltimore,MD
2013-05-16 16:57:00,2BB5223,500 LAURENS ST,Baltimore,MD
2013-08-08 07:36:00,8BB4934,2826 HARFORD RD,Baltimore,MD
2013-02-01 09:32:00,63105CD,00000 COMMERCE ST,Baltimore,MD
2013-11-25 11:06:00,52571CC,300 ST PAUL PL,Baltimore,MD
2013-08-17 15:07:00,9BB5039,1 CALVERT ST,Baltimore,MD
2013-10-18 10:34:00,C109496,U/B PACA ST,Baltimore,MD
2013-09-09 16:16:00,7BC4055,300 33RD ST,Baltimore,MD
2013-09-19 13:44:00,C487429,200 MADISON ST,Baltimore,MD
2013-07-25 16:55:00,XXC1803,700 COLLINGTON AVE,Baltimore,MD
2013-10-25 14:08:00,F2340T,1701 THAMES ST,Baltimore,MD
2013-12-16 14:58:00,3AY0002,100 N PACA ST,Baltimore,MD
2013-07-11 21:25:00,8AN2879,700 PORT ST,Baltimore,MD
2013-10-21 18:38:00,4AB6997,1200 MARSHALL ST,Baltimore,MD
2013-06-02 23:15:00,1AX9555,E/S 800 RESEVIOR ST,Baltimore,MD
2013-10-17 20:37:00,8AR8704,2000 FOUNTAIN ST,Baltimore,MD
2013-06-21 07:59:00,XHY7842,2200 BOSTON ST,Baltimore,MD
2013-06-10 12:20:00,6AF0110,1916 HILLENWOOD RD,Baltimore,MD
2013-02-13 09:20:00,1EWL68,00 REDWOOD ST,Baltimore,MD
2013-04-10 13:54:00,2CYF01,600 EXETER ST,Baltimore,MD
2013-12-09 11:43:00,6FSL82,400 BROADWAY,Baltimore,MD
2013-06-25 16:18:00,6AX5926,3100 GREENMOUNT AVE,Baltimore,MD
2013-11-23 21:17:00,JKE0278,600 EXETER ST,Baltimore,MD
2013-09-14 14:10:00,3FXK96,U/B SOUTH ST,Baltimore,MD
2013-12-31 09:55:00,BVK8903,E/S 1600 BOLTON ST,Baltimore,MD
2013-04-15 07:41:00,7AZ5779,500 HIGHLAND AVE,Baltimore,MD
2013-03-16 17:08:00,T681992T,600 BALTIMORE ST,Baltimore,MD
2013-02-28 18:44:00,XCY2451,1200 CHARLES ST,Baltimore,MD
2013-10-15 08:40:00,5AF5846,400S LINWOOD AVE,Baltimore,MD
2013-12-09 12:45:00,6BF4762,2800 ASHLAND AVE,Baltimore,MD
2013-11-01 04:16:00,2BC3861,200 RANDALL ST,Baltimore,MD
2013-12-09 08:37:00,2FMC28,1800 GOUGH ST,Baltimore,MD
2013-12-11 16:55:00,FSD5791,600 CAROLINE ST,Baltimore,MD
2013-12-24 07:56:00,19767M2,800 ARGONNE DR,Baltimore,MD
2013-11-26 08:41:00,6ESJ09,700 RESERVOIR ST,Baltimore,MD
2013-11-05 09:37:00,DG3X587,900 ARION PARK RD,Baltimore,MD
2013-06-18 08:37:00,1AJ9748,2400 BALTIMORE ST,Baltimore,MD
2013-07-11 11:59:00,JDT44463,200 LEXINGTON ST,Baltimore,MD
2013-05-06 08:30:00,5BA7871,1300 KENHILL AVE,Baltimore,MD
2013-09-07 11:03:00,2BD6054,700 LOMBARD ST,Baltimore,MD
2013-07-17 19:06:00,EMK4717,600 CENTRAL AVE,Baltimore,MD
2013-11-25 23:45:00,093TLQ,O/S 1700 N CHARLES ST,Baltimore,MD
2013-08-20 19:27:00,425ZPK,700 PRESIDENT ST,Baltimore,MD
2013-07-05 11:01:00,3AH5724,3200 SHANNON DR,Baltimore,MD
2013-11-15 00:36:00,78N563,1400 CLARKSON ST,Baltimore,MD
2013-12-14 03:56:00,MWH859,900 CLINTON ST,Baltimore,MD
2013-12-06 14:02:00,4BA0995,400 CASTLE ST,Baltimore,MD
2013-11-17 12:43:00,3AY1689,E/S 1000 S POTOMAC,Baltimore,MD
2013-02-08 13:10:00,4AY5928,00 22ND ST,Baltimore,MD
2013-10-08 11:25:00,4ENC43,2200 WALBROOK AVE,Baltimore,MD
2013-12-20 14:06:00,60888CA,U/B GREENE ST,Baltimore,MD
2013-02-19 13:10:00,DX2W021,800 FORT AVE,Baltimore,MD
2013-11-06 12:07:00,6AE3110,3000 ARUNAH AVE,Baltimore,MD
2013-11-14 01:21:00,6BF0085,900 STERRETT ST,Baltimore,MD
2013-05-29 12:54:00,4BA2023,800 LEXINGTON ST,Baltimore,MD
2013-10-06 22:10:00,95100CE,1700 WILLIAM ST,Baltimore,MD
2013-03-29 16:44:00,GRE083,"WoodbourneWB, e of Northwood D",Baltimore,MD
2013-12-18 12:00:00,2AC4173,4700 ELISON AVE,Baltimore,MD
2013-12-18 09:46:00,2BE8764,300 MADISON ST,Baltimore,MD
2013-10-08 08:54:00,JJK1574,U/B EUTAW ST,Baltimore,MD
2013-12-04 13:09:00,71T420,400 ANGLESEA ST,Baltimore,MD
2013-06-04 19:31:00,3AW6321,800 BROADWAY,Baltimore,MD
2013-06-06 09:40:00,4BB1346,U/B PRESTON ST,Baltimore,MD
2013-04-01 16:17:00,LMZ380,Druid Hill Ave EB @ Retreat St,Baltimore,MD
2013-07-03 17:58:00,9AN4667,5300 CORDELIA AVE,Baltimore,MD
2013-03-15 13:14:00,ZZC9103,2000 BRADDISH AVE,Baltimore,MD
2013-03-15 11:21:00,9AY4863,N Howard St NB @ John St,Baltimore,MD
2013-06-19 17:19:00,1AZ2252,1000 CHARLES ST,Baltimore,MD
2013-12-02 08:17:00,7AB8298,1500 RUTLAND AVE,Baltimore,MD
2013-07-17 10:38:00,5CVD59,3108 PELHAM AVE,Baltimore,MD
2013-09-23 13:10:00,83N259,3000 MADISON ST,Baltimore,MD
2013-12-19 10:06:00,9BE0620,2800 ALVARADO SQ,Baltimore,MD
2013-09-13 20:49:00,9EBX58,U/B MT ROYAL AVE,Baltimore,MD
2013-07-14 14:37:00,WTG5676,500 PRATT ST,Baltimore,MD
2013-10-14 09:49:00,7BC8810,700 HANOVER ST,Baltimore,MD
2013-10-24 09:59:00,10514CF,400 EAGER ST,Baltimore,MD
2013-06-17 19:57:00,EQ0103,100 CHASE,Baltimore,MD
2013-12-18 04:38:00,60780M7,4900 FOSTER AVE,Baltimore,MD
2013-07-14 12:14:00,DE8503,100 REDWOOD ST,Baltimore,MD
2013-02-27 12:22:00,5AY5961,2200 MONUMENT ST,Baltimore,MD
2013-11-23 08:14:00,8FEE11,E/S 200 N EUTAW ST,Baltimore,MD
2013-12-31 15:00:00,6BB5581,1600 CLIFTVIEW AVE,Baltimore,MD
2013-10-05 18:30:00,A021087,4200 HILLEN RD,Baltimore,MD
2013-12-17 13:55:00,14540M4,4400 FERNHILL AVE,Baltimore,MD
2013-05-29 11:39:00,2BA2199,400 FRONT ST,Baltimore,MD
2013-11-15 11:44:00,66X837,U/B EAGER ST,Baltimore,MD
2013-12-23 11:37:00,151191,400 LAFAYETTE AVE,Baltimore,MD
2013-02-24 01:03:00,5AX8687,00 CALVERT ST,Baltimore,MD
2013-03-29 14:52:00,5AP2082,N Howard St SB @ John St,Baltimore,MD
2013-05-16 11:12:00,JCW2617,3900 LOMBARD ST,Baltimore,MD
2013-12-27 13:13:00,4BB6097,100 FRANKLIN ST,Baltimore,MD
2013-12-30 02:25:00,LOY0603,700 PATTERSON PARK AVE,Baltimore,MD
2013-10-21 09:48:00,91159HV,U/B PACA ST,Baltimore,MD
2013-09-03 19:25:00,8AD1335,800 BATTERY AVE,Baltimore,MD
2013-06-14 10:44:00,9AY4377,2900 MALLVIEW RD,Baltimore,MD
2013-11-12 09:01:00,1AM8185,100 FULTON AVE,Baltimore,MD
2013-11-15 16:06:00,33067HD,U/B CHARLES ST,Baltimore,MD
2013-10-08 13:40:00,JEJ603,200 ALBEMARLE ST,Baltimore,MD
2013-03-26 15:23:00,9AE0377,Reisterstown Rd NB @ Ocala Ave,Baltimore,MD
2013-10-07 16:35:00,4AM9630,2200 MONUMENT ST,Baltimore,MD
2013-08-17 09:56:00,1DGP36,42 GITTINGS AVE,Baltimore,MD
2013-10-31 21:07:00,9EAP07,900 CATHEDRAL ST,Baltimore,MD
2013-10-18 07:17:00,2BB0306,E/S 3000 E FAYETTE ST,Baltimore,MD
2013-03-05 11:44:00,75930CE,N Howard St NB @ John St,Baltimore,MD
2013-08-20 08:23:00,90716CC,600 PRATT ST,Baltimore,MD
2013-12-05 17:40:00,7AZ5605,200 CLAY ST,Baltimore,MD
2013-11-22 11:38:00,6BC8739,3600 EASTERN AVE,Baltimore,MD
2013-11-15 23:30:00,90154Z,15 E CROSS ST,Baltimore,MD
2013-09-11 08:15:00,3BB8415,3600 WOODLAND AVE,Baltimore,MD
2013-10-19 16:44:00,T876604T,E/S 2400 N CHARLES ST,Baltimore,MD
2013-11-29 07:28:00,1AT9637,300 BALTIMORE ST,Baltimore,MD
2013-09-13 08:59:00,1BD5269,600 ALLENDALE ST,Baltimore,MD
2013-11-12 11:59:00,9BC2859,700 DR BENJAMIN QUARLES PL,Baltimore,MD
2013-05-01 10:28:00,4AM2147,600 SCOTT ST,Baltimore,MD
2013-11-19 11:47:00,MTN131,1206 LINWORTH AVE,Baltimore,MD
2013-11-20 18:27:00,1AG2899,1000 CHARLES ST,Baltimore,MD
2013-11-07 09:40:00,5BB2821,100 CHARLES ST,Baltimore,MD
2013-04-08 12:41:00,4AR2812,900 BROOKS LN,Baltimore,MD
2013-01-28 12:25:00,3AW6360,1800 30TH ST,Baltimore,MD
2013-12-27 08:21:00,9DER06,2200 EDMONDSON AVE,Baltimore,MD
2013-09-09 17:02:00,8BB8845,U/B COMMERCE ST,Baltimore,MD
2013-12-30 20:20:00,1AX7188,3100 ST PAUL ST,Baltimore,MD
2013-10-29 09:18:00,6FCL79,5100 LEVINDALE RD,Baltimore,MD
2013-10-13 15:15:00,9AG2137,801 BROADWAY,Baltimore,MD
2013-12-18 12:24:00,8AN5601,200 CONKLING ST,Baltimore,MD
2013-12-14 01:14:00,4EVG26,1600 LANCASTER ST,Baltimore,MD
2013-04-30 08:45:00,01T469,U/B Lot JFA,Baltimore,MD
2013-11-19 15:46:00,08938CD,1700 MADISON ST,Baltimore,MD
2013-09-13 12:08:00,3BB7767,400 PULASKI ST,Baltimore,MD
2013-12-19 17:09:00,R23CZM,100 CLAY ST,Baltimore,MD
2013-08-30 06:52:00,MEEMO,E/S 500 N STREEPER ST,Baltimore,MD
2013-11-20 09:20:00,2BE4669,800 WARWICK RD,Baltimore,MD
2013-10-21 12:15:00,2BJT36,U/B Lot JFA,Baltimore,MD
2013-07-25 08:11:00,3AP9800,2500 LAURETTA AVE,Baltimore,MD
2013-12-18 14:35:00,04642CE,800 BROADWAY,Baltimore,MD
2013-11-22 09:21:00,4AK8069,2600 HOWARD PARK AVE,Baltimore,MD
2013-07-16 16:50:00,HRF649,1700 THAMES ST,Baltimore,MD
2013-09-11 12:00:00,4AW0255,E/S,Baltimore,MD
2013-04-23 10:06:00,8AY6314,2307 EUTAW PL,Baltimore,MD
2013-06-16 16:03:00,4ASR81,1100 WICOMICO ST,Baltimore,MD
2013-08-13 17:04:00,33215M5,10 EAGER ST,Baltimore,MD
2013-10-09 12:39:00,6AT0108,400 LYNHURST ST,Baltimore,MD
2013-03-29 13:25:00,8AZ2174,Hillen St WB @ Forrest St,Baltimore,MD
2013-11-22 11:22:00,YYL1472,3300 GARRISON AVE,Baltimore,MD
2013-11-17 18:37:00,7BA9598,1700 THAMES ST,Baltimore,MD
2013-07-02 12:05:00,68V311,1500 HOLLINS ST,Baltimore,MD
2013-06-08 20:23:00,80467CD,U/B SOUTH ST,Baltimore,MD
2013-09-19 10:05:00,81767CE,4700 LUERSSEN AVE,Baltimore,MD
2013-08-02 11:31:00,1AS2786,100 ALBEMARLE ST,Baltimore,MD
2013-01-28 11:40:00,T604248T,1900 BENTALOU ST,Baltimore,MD
2013-09-12 08:16:00,6BC7363,2100 HOMEWOOD AVE,Baltimore,MD
2013-10-15 11:01:00,9AS7174,2100 MARYLAND,Baltimore,MD
2013-04-22 13:36:00,6AD5703,2300 AVALON AVE,Baltimore,MD
2013-12-19 08:19:00,5AR8466,1200 OAKHURST PL,Baltimore,MD
2013-03-14 18:34:00,3AF5929,5100 LANIER AVE,Baltimore,MD
2013-12-24 09:33:00,2BD8447,2200 LINDEN AVE,Baltimore,MD
2013-05-23 09:34:00,2BA5659,U/B REDWOOD ST,Baltimore,MD
2013-08-08 11:08:00,4BC1753,2300 BALTIMORE ST,Baltimore,MD
2013-04-30 05:21:00,3AW8866,2200 LOMBARD ST,Baltimore,MD
2013-05-24 13:57:00,069473,300 Garage Redwood St,Baltimore,MD
2013-04-01 08:53:00,2AV0675,700 RESERVOIR ST,Baltimore,MD
2013-12-18 13:24:00,4AM7744,700 WILBRON AVE,Baltimore,MD
2013-05-03 22:03:00,9AA5194,1 LIGHT ST,Baltimore,MD
2013-12-06 13:35:00,5AA2047,U/B GREENE ST,Baltimore,MD
2013-11-10 13:02:00,D68DGS,700 CROSS ST,Baltimore,MD
2013-12-10 04:51:00,6BF4781,500 MONTFORD AVE,Baltimore,MD
2013-07-21 20:05:00,WXT5037,1900 ALLUVION ST LOT,Baltimore,MD
2013-04-12 14:11:00,5AV8836,500 LONE,Baltimore,MD
2013-10-25 13:32:00,2AY4708,100 32ND ST,Baltimore,MD
2013-03-26 11:28:00,LGE034,O/S 803 BEAUMONT AVE,Baltimore,MD
2013-09-25 14:36:00,16W796,2100 MCELDERRY ST,Baltimore,MD
2013-07-27 00:44:00,1AG4752,3404 GLEN AVE,Baltimore,MD
2013-11-04 18:34:00,5AT0830,1000 LIGHT ST,Baltimore,MD
2013-07-01 13:28:00,3BC2140,4200 FURLEY AVE,Baltimore,MD
2013-10-09 07:19:00,M79CCS,1300 41ST ST,Baltimore,MD
2013-08-23 10:00:00,7ENZ33,600 PRATT ST,Baltimore,MD
2013-03-16 08:48:00,NOTAGSDI,2300 SHERWOOD AVE,Baltimore,MD
2013-09-03 11:27:00,7MD2911,4200 BAYONNE AVE,Baltimore,MD
2013-08-13 09:11:00,1AP8076,100 PARK AVE,Baltimore,MD
2013-10-24 11:03:00,7AJ8940,2300 ESSEX ST,Baltimore,MD
2013-12-20 08:17:00,A187306,1700 RUTLAND AVE,Baltimore,MD
2013-07-02 11:51:00,6AX7542,400 SARATOGA ST,Baltimore,MD
2013-09-18 20:11:00,9BE0802,U/B COMMERCE ST,Baltimore,MD
2013-12-24 08:43:00,3AC1616,3300 OLD YORK RD,Baltimore,MD
2013-03-26 08:30:00,BBF1913,500 BLOOM ST,Baltimore,MD
2013-11-25 12:55:00,9AK2009,1600 CHURCH ST,Baltimore,MD
2013-08-15 11:29:00,52DAC,123 CASTLE ST,Baltimore,MD
2013-02-18 09:04:00,SELECT1,100 COLLINGTON AVE,Baltimore,MD
2013-12-10 03:29:00,5BC0342,100 33RD ST,Baltimore,MD
2013-03-14 14:22:00,3BPH84,O/S,Baltimore,MD
2013-06-07 08:20:00,14517M9,900 22ND ST,Baltimore,MD
2013-03-11 14:56:00,42145M3,N Hilton NB n of Monastery Ave,Baltimore,MD
2013-09-13 09:51:00,5BD9761,1300 WOODYEAR ST,Baltimore,MD
2013-06-17 11:42:00,T623504T,400 PONCA ST,Baltimore,MD
2013-03-20 07:15:00,T682412T,3600 FALLS RD,Baltimore,MD
2013-06-17 10:02:00,CH4G323,U/B PATTERSON PARK AVE,Baltimore,MD
2013-11-29 08:18:00,8AF0403,1300 BIDDLE ST,Baltimore,MD
