violDate,tag,location,city,state
2013-07-16 13:11:00,2AD7587,2907 BERWICK AVE,Baltimore,MD
2013-05-02 07:48:00,6FZL03,2000 KENNEDY AVE,Baltimore,MD
2013-02-22 13:22:00,8AV9653,000 HOLLIDAY ST,Baltimore,MD
2013-11-29 08:23:00,BLT7652,2600 PENNSYLVANIA AVE,Baltimore,MD
2013-10-12 18:38:00,T821267T,400 BROADWAY,Baltimore,MD
2013-06-10 09:18:00,83719R T,400 HOWARD ST,Baltimore,MD
2013-07-14 12:40:00,PT80274T,6100 ALTA AVE,Baltimore,MD
2013-11-21 12:47:00,A195048,3800 WOODLAND AVE,Baltimore,MD
2013-05-31 18:42:00,XKB53936,U/B WEST ST,Baltimore,MD
2013-11-07 04:27:00,6BC4818,U/B BRISTOL AVE,Baltimore,MD
2013-05-04 16:46:00,1ETJ09,3900 EASTERN AVE,Baltimore,MD
2013-05-03 21:37:00,9AK4189,100 HOPKINS PL,Baltimore,MD
2013-03-27 08:14:00,5AZ1650,Liberty Heights Ave EB @ Dukel,Baltimore,MD
2013-11-08 00:22:00,ULZ900,3200 GOUGH ST,Baltimore,MD
2013-11-27 13:32:00,4BF3256,300 CHARLES ST,Baltimore,MD
2013-06-02 15:23:00,7AZ2761,400 BOND ST,Baltimore,MD
2013-06-17 10:37:00,XEB4316,2800 CALVERT ST,Baltimore,MD
2013-12-27 16:32:00,1AA4334,800 N EUTAW ST,Baltimore,MD
2013-04-02 09:23:00,7AN8759,00 HANOVER ST,Baltimore,MD
2013-09-19 13:05:00,906461M,200 REDWOOD ST,Baltimore,MD
2013-06-17 10:38:00,489M410,1800 RIGGS AVE,Baltimore,MD
2013-12-03 08:50:00,6BSA25,300 LINWOOD AVE,Baltimore,MD
2013-12-02 14:30:00,PNU6735,1600 LAMLEY ST,Baltimore,MD
2013-05-18 01:52:00,T798621T,2200 KIRK AVE,Baltimore,MD
2013-04-26 16:03:00,8BA6854,800 ENSOR ST,Baltimore,MD
2013-05-23 19:23:00,8AN1173,700 CENTRAL AVE,Baltimore,MD
2013-07-30 21:03:00,07W632,200 WILSON ST,Baltimore,MD
2013-03-15 15:45:00,9AS7141,N Hilton NB n of Monastery Ave,Baltimore,MD
2013-05-22 20:52:00,5AY9297,3100 ST PAUL ST,Baltimore,MD
2013-10-19 17:51:00,WPW6452,U/B HAMBURG ST,Baltimore,MD
2013-10-15 11:34:00,T671022T,706 LUZERNE AVE,Baltimore,MD
2013-10-30 20:41:00,7AA1258,300 CALVERT ST,Baltimore,MD
2013-12-19 12:44:00,LRF953,800 BROADWAY,Baltimore,MD
2013-12-16 12:25:00,1BD3854,2800 WALBROOK AVE,Baltimore,MD
2013-12-31 09:10:00,3AW9229,3600 GREENWAY,Baltimore,MD
2013-10-02 09:23:00,2AZ1831,100 LEXINGTON ST,Baltimore,MD
2013-05-09 15:14:00,2EAJ41,U/B CALVERT ST,Baltimore,MD
2013-04-01 11:00:00,3BA2505,200 S CAROLINE,Baltimore,MD
2013-05-06 11:19:00,873WVR,3300 WESTERWALD AVE,Baltimore,MD
2013-09-05 12:39:00,32102HT,2100 FEDERAL ST,Baltimore,MD
2013-09-25 17:16:00,1AP8716,U/B CHASE ST,Baltimore,MD
2013-07-14 08:12:00,37108M2,800 RADNOR AVE,Baltimore,MD
2013-10-25 12:41:00,4AX5169,U/B 22ND ST,Baltimore,MD
2013-04-16 09:13:00,T449944T,500 ELLWOOD AVE,Baltimore,MD
2013-09-13 10:44:00,3BC8697,3300 ST PAUL ST,Baltimore,MD
2013-11-22 21:43:00,LVE460,900 CATHEDRAL ST,Baltimore,MD
2013-11-06 01:23:00,2A08311T,U/B BALTIMORE ST,Baltimore,MD
2013-04-01 09:39:00,26S968,S Hilton St SB @ Massachusetts,Baltimore,MD
2013-09-20 12:03:00,T866575T,1100 MCCULLOH ST,Baltimore,MD
2013-09-19 21:00:00,3CMG82,1100 BOLTON ST,Baltimore,MD
2013-05-21 08:19:00,XHL1467,200 23RD ST,Baltimore,MD
2013-05-24 21:18:00,4660LU,800 PARK AVE,Baltimore,MD
2013-07-25 09:43:00,74625Z,3200 BANK ST,Baltimore,MD
2013-08-14 08:22:00,835M735,400 MOUNT ST,Baltimore,MD
2013-09-17 12:29:00,2AT5581,1200 CHARLES ST,Baltimore,MD
2013-04-26 21:48:00,GPB9100,1000 CATHEDRAL ST,Baltimore,MD
2013-02-04 08:57:00,OUF783,1300 ST PAUL ST,Baltimore,MD
2013-08-05 17:16:00,AD9F7D,700 PRATT ST,Baltimore,MD
2013-12-23 19:19:00,3BXG85,O/S 2401 BELAIR ROAD,Baltimore,MD
2013-03-21 08:17:00,9AZ1388,Reisterstown SB @ Druid Park D,Baltimore,MD
2013-09-24 11:10:00,YDU24W,2500 CHARLES ST,Baltimore,MD
2013-06-01 11:04:00,4AW0635,19 FAYETTE ST,Baltimore,MD
2013-12-10 12:33:00,3BE8184,4200 FURLEY AVE,Baltimore,MD
2013-11-13 13:06:00,3BD0425,3600 FALLSTAFF RD,Baltimore,MD
2013-12-12 08:09:00,34411CE,1300 ELLWOOD AVE,Baltimore,MD
2013-07-05 09:28:00,7AP7291,3600 STOKES DR,Baltimore,MD
2013-10-16 08:58:00,X311459,600 HARVEY ST,Baltimore,MD
2013-08-27 08:40:00,3AZ2094,2900 ROSALIND AVE,Baltimore,MD
2013-11-15 10:39:00,5AK1094,U/B CALVERT ST,Baltimore,MD
2013-09-25 19:35:00,CAR5566,800 BROADWAY,Baltimore,MD
2013-06-07 16:48:00,19061CD,100 BALTIMORE ST,Baltimore,MD
2013-03-22 09:18:00,5ETM03,227 S WASHINGTON ST,Baltimore,MD
2013-07-27 16:38:00,1AF3910,100 HAMILTON ST,Baltimore,MD
2013-10-10 13:11:00,5918Y,800 BOND ST,Baltimore,MD
2013-04-29 14:51:00,7AN3468,1500 WOODYEAR ST,Baltimore,MD
2013-12-23 10:30:00,5AD5684,E/S 3100 N CALVERT ST,Baltimore,MD
2013-09-07 14:46:00,CG6M1E,3200 EASTERN AVE,Baltimore,MD
2013-04-29 09:05:00,6AK5192,200 ROBERT ST,Baltimore,MD
2013-03-29 13:27:00,5AS0390,Harford Rd SB @ Kentucky Ave,Baltimore,MD
2013-08-19 08:49:00,9BB7665,1300 MONTFORD AVE,Baltimore,MD
2013-08-02 12:22:00,3AS4326,2500 MCCULLOH ST,Baltimore,MD
2013-03-08 14:08:00,4AR1287,AuchentorolyNB n of GwynnsFall,Baltimore,MD
2013-11-05 10:44:00,38660CE,3200 GUILFORD AVE,Baltimore,MD
2013-12-03 08:12:00,6BD0513,100 COLLINGTON AVE,Baltimore,MD
2013-10-28 17:44:00,1DBJ04,1100 CHARLES ST,Baltimore,MD
2013-05-06 13:14:00,T834589T,1600 COLD SPRING LN,Baltimore,MD
2013-03-11 15:50:00,4AW0921,800 GREENMOUNT AVE,Baltimore,MD
2013-10-02 13:54:00,FBG9527,U/B 26TH ST,Baltimore,MD
2013-09-09 16:55:00,1AP8907,300 WATER ST,Baltimore,MD
2013-05-04 03:56:00,6AZ2184,1400 RUSSELL ST,Baltimore,MD
2013-08-20 21:38:00,FYT4454,600 LAKEWOOD AVE,Baltimore,MD
2013-06-03 12:18:00,8AP0226,1501 NORTH AVE,Baltimore,MD
2013-12-11 12:43:00,9AG1921,100 E REDWOOD,Baltimore,MD
2013-12-08 11:31:00,3BC8717,3400 DILLON ST,Baltimore,MD
2013-12-14 16:45:00,8AJ8160,800 WOLFE ST,Baltimore,MD
2013-11-26 12:43:00,2DWZ19,600 FAYETTE ST,Baltimore,MD
2013-04-19 14:15:00,A209609,1560 WOODYEAR ST,Baltimore,MD
2013-12-10 09:21:00,85182Z,PENNSYLVANA LAURENS,Baltimore,MD
2013-12-01 21:02:00,BDCY93,100 RANDALL ST,Baltimore,MD
2013-09-03 19:59:00,5DZ487,3600 ROLAND AVE,Baltimore,MD
2013-04-08 21:51:00,5AZ1553,1000 FLEET ST,Baltimore,MD
2013-12-10 11:20:00,9AP6693,U/B READ ST,Baltimore,MD
2013-10-24 10:10:00,6AX4809,U/B JFB LOT,Baltimore,MD
2013-11-07 00:17:00,FL2326,1300 RACE ST,Baltimore,MD
2013-11-08 09:47:00,7AZ4993,2267 KIRK AVE,Baltimore,MD
2013-07-31 17:02:00,JFJ3597,600 EXETER ST,Baltimore,MD
2013-11-02 10:00:00,R50ATS,U/B FRANKLIN ST,Baltimore,MD
2013-05-25 15:47:00,2AX3597,500 LIGHT ST,Baltimore,MD
2013-03-07 09:15:00,9AL7156,AuchentorolyNB n of GwynnsFall,Baltimore,MD
2013-10-17 14:42:00,3AA0606,2200 PELHAM AVE,Baltimore,MD
2013-04-23 13:45:00,HMP9210,900 ALICEANNA ST,Baltimore,MD
2013-09-06 08:40:00,04130M8,3500 POWHATAN AVE,Baltimore,MD
2013-08-21 13:03:00,4MD5668,U/B FAYETTE ST,Baltimore,MD
2013-12-31 11:42:00,XAK5070,2100 JEFFERSON ST,Baltimore,MD
2013-11-23 14:29:00,N50APL,U/B CROSS ST,Baltimore,MD
2013-10-24 17:20:00,2AR6315,3400 BANK ST,Baltimore,MD
2013-08-12 11:55:00,7AR7444,6315 EASTERN AVE,Baltimore,MD
2013-10-11 12:55:00,3BB1008,1200 DRUID HILL AVE,Baltimore,MD
2013-11-19 12:22:00,5AW5775,3100 FEDERAL ST,Baltimore,MD
2013-04-30 14:26:00,322YUD,300 BALTIMORE ST,Baltimore,MD
2013-02-25 13:21:00,9AT0339,N Howard St SB @ John St,Baltimore,MD
2013-06-10 08:12:00,2AH3834,1800 WASHINGTON ST,Baltimore,MD
2013-12-31 08:22:00,2BF7015,2800 JEFFERSON ST,Baltimore,MD
2013-11-07 14:17:00,6BF4353,800 BOND ST,Baltimore,MD
2013-02-27 09:49:00,44370,400 ELMHURST RD,Baltimore,MD
2013-09-03 11:01:00,1AN5209,4300 HILLEN RD,Baltimore,MD
2013-09-23 09:20:00,4GNM044,E/S 3512 ELMS,Baltimore,MD
2013-12-19 15:52:00,2AN2164,400 HIGHLAND AVE,Baltimore,MD
2013-07-14 13:15:00,6EPG19,5900 LILLYAN AVE,Baltimore,MD
2013-10-11 12:01:00,T875317T,2600 AISQUITH ST,Baltimore,MD
2013-08-08 11:29:00,3AY3815,1100 PRATT ST,Baltimore,MD
2013-02-25 07:57:00,2302370T,3600 FAYETTE ST,Baltimore,MD
2013-09-16 11:22:00,1AZ2784,300 MULBERRY ST,Baltimore,MD
2013-07-17 16:49:00,P39BXV,300 ST PAUL PL,Baltimore,MD
2013-03-22 16:12:00,35608CE,Harford Rd SB @ Kentucky Ave,Baltimore,MD
2013-12-21 08:33:00,55X312,700 CENTRAL AVE,Baltimore,MD
2013-10-16 18:25:00,1AP6827,5100  SINCLAIR LN,Baltimore,MD
2013-06-17 11:16:00,AE 73331,3300 DUDLEY AVE,Baltimore,MD
2013-03-23 01:44:00,CSC455,E/S 400 MERRYMAND LANE,Baltimore,MD
2013-04-27 11:42:00,CMD1452,3500 GREENMOUNT AVE,Baltimore,MD
2013-02-13 02:50:00,2302309T,4417 MARBLE HALL,Baltimore,MD
2013-08-09 11:30:00,7AL1412,O/S 100 N EUTAW,Baltimore,MD
2013-09-18 09:17:00,6BA6349,6100 PARKWAY DR,Baltimore,MD
2013-03-29 08:53:00,6AZC41,"The Alameda NB, n of Crestlyn",Baltimore,MD
2013-04-14 17:32:00,HHH6790,1600 THAMES ST,Baltimore,MD
2013-04-12 08:04:00,5BA6881,500 HIGHLAND AVE,Baltimore,MD
2013-03-28 15:56:00,GYS390,Orleans St WB @ Kenwood Ave,Baltimore,MD
2013-07-25 08:48:00,7BD3662,3800 PRATT ST,Baltimore,MD
2013-12-11 22:09:00,299M832,E/S 5100 PERRING PWY,Baltimore,MD
2013-11-27 14:05:00,BBL2268,311 BAYLIS ST,Baltimore,MD
2013-02-26 21:36:00,6AW2257,001 CALVERT ST,Baltimore,MD
2013-11-24 13:53:00,4AE7553,1200 KEY HWY,Baltimore,MD
2013-08-12 16:50:00,7AZ4533,E/S 1600 EASTERN AVE,Baltimore,MD
2013-07-20 19:21:00,LUV4CAM,1 GREENE ST,Baltimore,MD
2013-10-13 11:41:00,1AL1374,200 MT ROYAL AVE,Baltimore,MD
2013-06-18 21:23:00,2BA0564,900 CHARLES ST,Baltimore,MD
2013-07-31 19:06:00,GBH6726,700 MCHENRY ST,Baltimore,MD
2013-06-05 16:21:00,T741865T,400 BALTIMORE ST,Baltimore,MD
2013-07-02 11:58:00,J16AVU,100 EUTAW ST,Baltimore,MD
2013-08-01 10:09:00,3AW9117,2700 UHLER AVE,Baltimore,MD
2013-12-17 10:27:00,T951998T,300 GUILFORD AVE,Baltimore,MD
2013-11-19 08:36:00,7AZ4218,700 RESERVOIR ST,Baltimore,MD
2013-10-08 07:24:00,7AR9801,500 CAROLINE ST,Baltimore,MD
2013-02-13 20:54:00,63548CE,600 EUTAW ST,Baltimore,MD
2013-12-21 02:44:00,21065CC,U/B PRESTON ST,Baltimore,MD
2013-04-11 16:20:00,91559Z,1100 LOMBARD ST,Baltimore,MD
2013-11-03 19:54:00,369M624,E/S 1100 E FORT AVE,Baltimore,MD
2013-11-21 12:52:00,1BB1804,3800 WOODLAND AVE,Baltimore,MD
2013-06-28 20:51:00,740WVX,200 LAURENS ST,Baltimore,MD
2013-01-29 14:07:00,36781Z,400 CONKLING ST,Baltimore,MD
2013-12-20 10:14:00,VYT3314,00 N PAUL ST,Baltimore,MD
2013-12-31 11:42:00,2BF4293,400 EATON ST,Baltimore,MD
2013-04-22 16:39:00,1AP6613,300 GAY ST,Baltimore,MD
2013-12-27 08:18:00,0VK283,U/B GILMOR ST,Baltimore,MD
2013-09-23 14:14:00,40914Z,200 LEXINGTON ST,Baltimore,MD
2013-02-25 15:28:00,6AF1349,AuchentorolyNB n of GwynnsFall,Baltimore,MD
2013-10-23 13:46:00,2BE1575,2800 MARYLAND AVE,Baltimore,MD
2013-04-10 21:14:00,E43008D,1700 LIGHT ST,Baltimore,MD
2013-09-30 16:58:00,7BB2172,1700 HARFORD AVE,Baltimore,MD
2013-12-06 12:02:00,6AP1476,300 ANN ST,Baltimore,MD
2013-03-25 13:09:00,6US632,Reisterstown Rd SB @ Ocala Ave,Baltimore,MD
2013-06-11 13:55:00,1BB1883,113 HIGH ST,Baltimore,MD
2013-12-23 10:40:00,5BF8057,600 LAURENS ST,Baltimore,MD
2013-12-06 12:59:00,9BD5699,500 27TH ST,Baltimore,MD
2013-04-01 13:26:00,UNVRN0,"The Alameda NB, n of Crestlyn",Baltimore,MD
2013-04-15 14:43:00,13S163,1700 FLEET ST,Baltimore,MD
2013-10-24 09:03:00,9AL4608,4000 WOODRIDGE RD,Baltimore,MD
2013-04-06 11:45:00,058884X,2600 TALBOT RD,Baltimore,MD
2013-10-07 11:14:00,T867694T,1200 PRATT ST,Baltimore,MD
2013-02-09 08:47:00,GCN7461,25 FAYETTE ST,Baltimore,MD
2013-12-15 19:51:00,1AFL80,700 BROADWAY,Baltimore,MD
2013-10-30 15:41:00,N35922 T,U/B COMMERCE ST,Baltimore,MD
2013-07-19 19:13:00,FMW3877,1500 PARK AVE,Baltimore,MD
2013-09-03 11:01:00,7AZ5245,300 BALTIMORE ST,Baltimore,MD
2013-09-30 21:09:00,4BE4378,158 S ATHOL AVE,Baltimore,MD
2013-11-18 10:54:00,4AJ0131,100 30TH ST,Baltimore,MD
2013-02-19 12:03:00,A237415,2500 AISQUITH ST,Baltimore,MD
2013-12-09 08:25:00,9AW2960,5100 LANIER AVE,Baltimore,MD
2013-10-24 13:51:00,2BB5888,300 CALVERT ST,Baltimore,MD
2013-12-26 14:06:00,9CPD17,U/B FAYETTE ST,Baltimore,MD
2013-05-05 11:09:00,8AX4602,1500 LAFAYETTE AVE,Baltimore,MD
2013-09-01 15:32:00,5076E,100 HAMBURG ST,Baltimore,MD
2013-03-07 09:16:00,6AM4529,Windsor Mill Rd WB @ Crimea Rd,Baltimore,MD
2013-09-01 13:30:00,3AZ9759,100 ST ALBANS WAY,Baltimore,MD
2013-07-14 19:22:00,4MD6178,1500 THAMES ST,Baltimore,MD
2013-09-04 09:23:00,T745612T,1200 36TH ST,Baltimore,MD
2013-09-13 17:44:00,1BE3767,500 Lot McElderry and Duncan,Baltimore,MD
2013-08-18 01:05:00,FSH3628,400 WATER ST,Baltimore,MD
2013-06-01 16:54:00,YG8333,3400 ST PAUL ST,Baltimore,MD
2013-10-09 10:17:00,3AZ5631,200 29TH ST,Baltimore,MD
2013-03-16 19:58:00,4AV5786,1 CALVERT ST,Baltimore,MD
2013-03-15 15:30:00,9AZ0053,700 ALICEANNA,Baltimore,MD
2013-12-26 15:38:00,2AZ8754,800 36TH ST,Baltimore,MD
2013-12-29 14:32:00,JFB7366,100 COMMERCE ST,Baltimore,MD
2013-03-06 09:15:00,5AD7319,500 BENTALOU ST,Baltimore,MD
2013-11-12 12:52:00,2BF8914,1300 CHARLES ST,Baltimore,MD
2013-09-18 10:30:00,J52BAC,UNKNOWN,Baltimore,MD
2013-11-05 14:54:00,YPL37D,U/B CROSS ST,Baltimore,MD
2013-05-16 17:19:00,5AX9189,200 EUTAW ST,Baltimore,MD
2013-11-29 12:01:00,53W148,4009 EDMONDSON AVE,Baltimore,MD
2013-02-15 12:48:00,4GCS66,200 LANVALE ST,Baltimore,MD
2013-06-14 11:27:00,7AP7400,U/B GAY ST,Baltimore,MD
2013-09-15 13:55:00,1AAZ09,1802 CHARLES ST,Baltimore,MD
2013-12-31 00:54:00,53N076,2700 OTTAWA AVE,Baltimore,MD
2013-03-05 12:34:00,926659CB,300 HOWARD ST,Baltimore,MD
2013-09-19 22:50:00,760M969,1515 N CHARLES ST,Baltimore,MD
2013-05-24 17:07:00,JCN6668,3600 EASTERN AVE,Baltimore,MD
2013-08-22 08:41:00,5AR1668,100 ANN ST,Baltimore,MD
2013-04-02 13:11:00,3AN7853,AuchentorolyNB n of GwynnsFall,Baltimore,MD
2013-05-21 23:24:00,8AY5969,1800 N FULTON AVE,Baltimore,MD
2013-08-31 10:49:00,E75BMB,1400 MARYLAND AVE,Baltimore,MD
2013-10-23 08:55:00,7AV8111,3500 LOMBARD ST,Baltimore,MD
2013-09-11 21:15:00,GHG9426,700 ANN ST,Baltimore,MD
2013-04-03 21:58:00,5AB9938,E/S 300 W MADISON ST,Baltimore,MD
2013-12-31 11:35:00,63006CA,U/B PRESTON ST,Baltimore,MD
2013-03-21 08:31:00,430M618,Harford Rd SB @ Kentucky Ave,Baltimore,MD
2013-03-29 12:04:00,2CKW61,"The Alameda NB, n of Crestlyn",Baltimore,MD
2013-08-27 12:28:00,1AY2979,900 20TH ST,Baltimore,MD
2013-05-29 20:30:00,DD5233,300 PENN ST,Baltimore,MD
2013-09-10 10:24:00,3BA8042,3500 7TH ST,Baltimore,MD
2013-09-26 10:47:00,71489CE,200 LEXINGTON ST,Baltimore,MD
2013-07-17 19:10:00,6AF0122,200 BROADWAY,Baltimore,MD
2013-07-22 11:15:00,58010M6,2700 OSWEGO AVE,Baltimore,MD
2013-06-06 13:32:00,2AN7673,200 KEY HWY,Baltimore,MD
2013-12-12 00:45:00,5AF1330,500 MONTFORD AVE,Baltimore,MD
2013-07-30 10:02:00,4AG9821,100 MONUMENT ST,Baltimore,MD
2013-02-21 08:53:00,4AW0994,1200 STRICKER ST,Baltimore,MD
2013-04-19 12:30:00,39976M7,400 BROADWAY,Baltimore,MD
2013-05-28 08:55:00,4AX1156,800 BRICE ST,Baltimore,MD
2013-08-23 10:16:00,609M325,5100 LEVINDALE RD,Baltimore,MD
2013-03-14 12:37:00,34560M9,2922 RIDGEWOOD AVE,Baltimore,MD
2013-01-22 13:49:00,3AW0743,00 REDWOOD ST,Baltimore,MD
2013-02-27 08:35:00,HYJ1309,4000 HICKORY AVE,Baltimore,MD
2013-11-02 17:45:00,8AY2814,3500 CHESTNUT AVE,Baltimore,MD
2013-11-08 13:31:00,Z99ALR,3200 ST PAUL ST,Baltimore,MD
2013-04-26 13:06:00,3AW6455,800 BROADWAY,Baltimore,MD
2013-08-17 23:18:00,5BA1785,300 WARREN AVE,Baltimore,MD
2013-11-16 20:46:00,5AR3546,5000 NORTHWOOD DR,Baltimore,MD
2013-07-06 21:10:00,1BB2344,600 PACA ST,Baltimore,MD
2013-12-27 13:05:00,XSB4978,U/B LEXINGTON ST,Baltimore,MD
2013-12-29 13:42:00,7AA2445,402 CAMDEN ST,Baltimore,MD
2013-05-13 12:11:00,7FVG20,1400 JOHN ST,Baltimore,MD
2013-03-12 08:51:00,GDX809,2700 O'DONNELL ST,Baltimore,MD
2013-10-20 19:57:00,3BB0695,901 CATHEDRAL ST,Baltimore,MD
2013-10-30 10:59:00,9BE0183,800 LEXINGTON ST,Baltimore,MD
2013-10-07 17:33:00,6AK5661,5100 ROLAND AVE,Baltimore,MD
2013-08-10 21:39:00,XFH1114,1600 HANOVER ST,Baltimore,MD
2013-08-07 09:21:00,T781702T,400 RANDOM RD,Baltimore,MD
2013-11-19 19:21:00,DJH2480,200 BROADWAY,Baltimore,MD
2013-12-24 15:04:00,7AV2040,U/B PACA ST,Baltimore,MD
2013-12-31 13:20:00,9FHY99,U/B 22ND ST,Baltimore,MD
2013-10-29 19:41:00,4AV9482,1700 ST PAUL ST,Baltimore,MD
2013-09-22 00:09:00,FLT864,1800 WALBROOK AVE,Baltimore,MD
2013-12-31 09:21:00,6BE5656,2700 THE ALAMEDA,Baltimore,MD
2013-12-06 13:00:00,8AJ1837,1000 CHARLES ST,Baltimore,MD
2013-11-29 08:26:00,6BF9314,1100 CAREY ST,Baltimore,MD
2013-07-02 07:41:00,7AN0001,4500 REISTERSTOWN RD,Baltimore,MD
2013-12-26 16:59:00,1AH7895,600 BALTIMORE ST,Baltimore,MD
2013-10-11 22:17:00,LEE092,U/B HAMBURG ST,Baltimore,MD
2013-12-29 15:30:00,T932791T,E/S 600 POPLAR GROVE,Baltimore,MD
2013-07-13 11:35:00,93018CD,200 CONKLING ST,Baltimore,MD
2013-11-17 18:32:00,JRD5697,1700 THAMES ST,Baltimore,MD
2013-03-19 09:25:00,31485CC,5500 BELLE AVE,Baltimore,MD
2013-10-04 22:16:00,PW91662,2800 ROSALIND AVE,Baltimore,MD
2013-03-18 12:22:00,1AZ2837,2500 PACA ST,Baltimore,MD
2013-10-07 11:47:00,8AZ0134,2400 WINDSOR AVE,Baltimore,MD
2013-11-08 10:59:00,T924151,1600 COLD SPRING LN,Baltimore,MD
2013-12-24 13:29:00,9AS3072,1700 LAMLEY ST,Baltimore,MD
2013-12-11 12:00:00,3FRV82,1000 STIRLING ST,Baltimore,MD
2013-04-23 09:46:00,9AL6035,5100 LAUREL AVE,Baltimore,MD
2013-03-22 18:40:00,1AY5371,"WoodbourneWB, e of Northwood D",Baltimore,MD
2013-11-18 08:29:00,6KTF177,2400 BARCLAY ST,Baltimore,MD
2013-03-18 13:37:00,60124Z,1600 THAMES ST,Baltimore,MD
2013-11-18 09:09:00,8EBD19,1200 CHARLES ST,Baltimore,MD
2013-10-10 09:08:00,9MD2819,300 CALVERT ST,Baltimore,MD
2013-02-12 14:32:00,2BWH 10,00 COMMERCE ST,Baltimore,MD
2013-12-17 10:36:00,7BE6703,COMMERCE ST,Baltimore,MD
2013-12-02 20:07:00,94708CE,1400 PATAPSCO ST,Baltimore,MD
2013-09-29 12:12:00,52K191,700 CENTRAL AVE,Baltimore,MD
2013-11-08 14:15:00,64483CE,400 CHESTER ST,Baltimore,MD
2013-09-22 23:12:00,T877514T,U/B GAY ST,Baltimore,MD
2013-06-18 09:50:00,HTJ9290,600 PARK AVE,Baltimore,MD
2013-05-20 10:16:00,2AH6733,4800 LINDSAY RD,Baltimore,MD
2013-11-25 09:15:00,83W818,1100 ST PAUL ST,Baltimore,MD
2013-04-13 08:36:00,DP4051,100 FRANKLIN ST,Baltimore,MD
2013-11-13 12:04:00,2AN8141,2500 FAIT AVE,Baltimore,MD
2013-08-09 14:47:00,39416Z,208 N EUTAW ST,Baltimore,MD
2013-12-13 08:07:00,9BB0318,1500 HOMESTEAD ST,Baltimore,MD
2013-03-18 10:57:00,T553649T,1600 COLD SPRING LN,Baltimore,MD
2013-12-27 23:15:00,4ECS67,U/B COMMERCE ST,Baltimore,MD
2013-06-12 18:51:00,4AN0977,400 BROADWAY,Baltimore,MD
2013-03-29 16:19:00,2MD1092,N Hilton NB n of Monastery Ave,Baltimore,MD
2013-05-23 13:07:00,FZJ2678,1100 CHARLES ST,Baltimore,MD
2013-11-02 16:53:00,XHT6320,100 MT ROYAL AVE,Baltimore,MD
2013-08-30 13:13:00,452335 T,U/B COMMERCE ST,Baltimore,MD
2013-11-20 17:48:00,1A78573T,1000 LIGHT ST,Baltimore,MD
2013-08-29 08:26:00,T826360T,1100 CHASE ST,Baltimore,MD
2013-07-07 11:02:00,CMZ262,4200 SHAMROCK AVE,Baltimore,MD
2013-02-05 11:38:00,BEB6064,500 SHARP ST,Baltimore,MD
2013-06-12 11:00:00,QX 267,100 MT ROYAL AVE,Baltimore,MD
2013-12-13 13:32:00,4BG8622,1400 BALTIMORE ST,Baltimore,MD
2013-02-19 10:25:00,2AV3303,2800 LIBERTY HGTS AVE,Baltimore,MD
2013-08-13 09:38:00,DPE948,5100 SUNSET RD,Baltimore,MD
2013-10-10 10:34:00,104651,1500 MASON ST,Baltimore,MD
2013-12-17 23:03:00,8BE7256,800 WASHINGTON BLVD,Baltimore,MD
2013-10-24 10:45:00,4AG5275,E/S 5000 PERRING PKWY,Baltimore,MD
2013-12-02 09:45:00,34534CD,U/B CHASE ST,Baltimore,MD
2013-03-30 17:37:00,46408CC,Loch Raven Blvd NB @ Walker Av,Baltimore,MD
2013-07-19 10:17:00,GHF156,U/B 39TH ST,Baltimore,MD
2013-08-12 19:21:00,BED2551,U/B PACA ST,Baltimore,MD
2013-07-19 14:12:00,2A15322,200 ALBEMARLE ST,Baltimore,MD
2013-03-15 08:18:00,4AT2604,UB E READ ST,Baltimore,MD
2013-07-28 19:37:00,EZM9230,700 LEAKIN ST,Baltimore,MD
